"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ccg-card-reqprocserv","PlanDefinition.goal.target.measure","PlanDefinition.goal.target.measure","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The parameter whose value is to be tracked","The parameter whose value is to be tracked, e.g. body weight, blood pressure, or hemoglobin A1c level.","","","","","","","","","",,"example","Identifies types of parameters that can be tracked to determine goal achievement.","http://hl7.org/fhir/ValueSet/observation-codes","",,,,"PlanDefinition.goal.target.measure",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ccg-card-reqprocserv","PlanDefinition.goal.target.detail[x]","PlanDefinition.goal.target.detail[x]","","","",0,1,"","","","Quantity {[]} {[]}
Range {[]} {[]}CodeableConcept {[]} {[]}","The target value to be achieved","The target value of the measure to be achieved to signify fulfillment of the goal, e.g. 150 pounds or 7.0%. Either the high or low or both values of the range can be specified. When a low value is missing, it indicates that the goal is achieved at any value at or below the high value. Similarly, if the high value is missing, it indicates that the goal is achieved at any value at or above the low value.","","","","","","","","","",,,,,"",,,,"PlanDefinition.goal.target.detail[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ccg-card-reqprocserv","PlanDefinition.goal.target.due","PlanDefinition.goal.target.due","","","",0,1,"","","","Duration {[]} {[]}
","Reach goal within","Indicates the timeframe after the start of the goal in which the goal should be met.","","","","","","","","","",,,,,"",,,,"PlanDefinition.goal.target.due",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ccg-card-reqprocserv","PlanDefinition.action","PlanDefinition.action","","","",1,*,"Y","","","BackboneElement {[]} {[]}
","Action defined by the plan","An action or group of actions to be taken as part of the plan.","Note that there is overlap between many of the elements defined here and the ActivityDefinition resource. When an ActivityDefinition is referenced (using the definition element), the overlapping elements in the plan override the content of the referenced ActivityDefinition unless otherwise documented in the specific elements. See the PlanDefinition resource for more detailed information.","","","","","","","","",,,,,"",,,,"PlanDefinition.action",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ccg-card-reqprocserv","PlanDefinition.action.id","PlanDefinition.action.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ccg-card-reqprocserv","PlanDefinition.action.extension","PlanDefinition.action.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ccg-card-reqprocserv","PlanDefinition.action.extension:strengthOfRecommendation","PlanDefinition.action.extension","strengthOfRecommendation","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/StructureDefinition/cqf-strengthOfRecommendation]]} {[]}
","The strength of the recommendation","The strength of the recommendation assigned to this reference. The code system used specifies the rating scale used to rate this recommendation while the code specifies the actual recommendation rating (represented as a coded value) associated with this recommendation.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ccg-card-reqprocserv","PlanDefinition.action.extension:directionOfRecommendation","PlanDefinition.action.extension","directionOfRecommendation","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/cpg/StructureDefinition/cpg-directionOfRecommendation]]} {[]}
","CPG Direction Of Recommendation Extension","Specifies whether the recommendation is ""for"" or ""against"" a particular activity. For example, the recommendation to prescribe a particular medication, versus the recommendation not to perform a particular procedure.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ccg-card-reqprocserv","PlanDefinition.action.extension:qualityOfEvidence","PlanDefinition.action.extension","qualityOfEvidence","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/StructureDefinition/cqf-qualityOfEvidence]]} {[]}
","The quality of the evidence","The quality of the evidence described. The code system used specifies the quality scale used to grade this evidence source while the code specifies the actual quality score (represented as a coded value) associated with the evidence.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ccg-card-reqprocserv","PlanDefinition.action.extension:rating","PlanDefinition.action.extension","rating","","",0,1,"Y","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/cpg/StructureDefinition/cpg-rating]]} {[]}
","CPG Rating Extension","A clinician-friendly rating, or score, for the recommendation; patient-friendly if the recommendation is patient-facing.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ccg-card-reqprocserv","PlanDefinition.action.modifierExtension","PlanDefinition.action.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
